63,182
63,269
63,275
63,294
63,305
63,313
63,329
64,88
64,95
64,211
64,304
64,400
65,96
65,100
65,103
65,122
65,192
65,231
65,245
65,253
65,270
65,322
65,395
65,453
67,178
67,248
68,142
69,196
69,295
70,120
70,317
70,340
71,294
71,385
71,397
72,86
72,108
72,115
72,160
72,183
72,265
72,323
72,341
72,348
72,431
73,114
73,188
73,243
73,257
75,85
75,87
75,91
75,193
75,357
75,381
75,394
75,475
75,488
76,214
77,92
77,94
77,292
78,107
78,137
78,181
78,338
78,437
79,108
79,141
79,145
79,206
79,269
79,321
79,412
79,489
80,122
80,375
81,151
81,225
81,279
81,352
81,401
82,335
83,169
83,226
83,293
83,317
84,111
84,120
84,347
84,490
85,88
85,91
85,107
85,136
85,139
85,173
85,208
85,212
85,216
85,219
85,230
85,237
85,280
85,281
85,295
85,355
86,103
86,150
86,220
86,232
86,277
86,370
86,376
86,434
86,458
86,491
86,497
87,433
88,207
89,93
89,127
89,150
89,155
89,197
89,200
89,203
89,206
89,222
89,234
89,250
89,303
90,131
90,140
90,227
90,246
90,259
91,133
91,192
91,248
91,306
91,321
91,335
91,353
91,371
91,396
92,116
92,473
93,104
93,176
93,182
93,191
93,403
93,410
93,471
94,112
95,157
96,109
96,179
96,242
96,247
96,276
97,133
97,211
97,288
98,346
99,358
100,115
100,313
100,371
100,409
101,117
101,153
101,184
101,199
101,320
101,348
101,470
102,152
102,191
102,211
102,255
102,308
102,377
102,455
103,162
103,422
104,163
105,315
107,115
107,146
107,196
107,210
107,266
107,316
107,339
107,346
107,461
108,357
109,134
109,339
109,492
110,223
111,122
111,125
111,213
111,324
111,383
112,249
112,257
112,372
113,251
113,272
114,219
114,407
114,436
115,213
115,303
115,364
115,392
115,395
115,398
115,442
115,455
116,130
116,140
116,159
116,176
116,185
116,217
116,274
116,412
116,424
116,443
117,135
117,162
117,231
117,333
117,361
118,143
118,168
118,250
118,328
118,330
119,413
119,436
121,299
122,273
122,390
123,126
123,132
123,169
123,181
124,144
124,145
124,210
124,262
124,302
124,417
124,460
125,251
125,374
125,383
126,314
126,423
128,185
128,221
128,334
128,407
128,427
128,449
128,480
129,481
130,456
131,134
131,335
132,221
132,280
132,384
134,163
134,366
134,426
136,138
136,445
137,471
138,171
138,180
138,286
138,319
140,177
140,320
140,351
140,373
140,383
140,389
140,436
140,494
141,159
141,175
141,187
141,464
142,162
142,220
142,290
142,456
143,148
143,304
143,423
144,198
144,229
144,230
144,238
144,302
145,169
145,203
145,315
145,331
145,348
145,364
145,488
146,210
147,152
147,297
147,340
147,387
147,388
147,419
147,462
147,466
148,179
148,323
149,172
149,177
149,184
149,247
149,250
149,288
149,300
149,332
149,390
150,170
150,190
150,343
152,355
152,421
153,386
154,418
156,203
157,175
157,202
157,220
157,305
159,393
159,406
160,284
160,495
161,321
161,336
161,414
161,473
163,282
163,330
165,270
165,366
165,432
166,200
167,233
168,294
168,411
169,278
169,419
169,483
170,377
171,239
171,241
171,448
172,408
172,429
172,496
174,444
174,461
175,204
175,252
175,325
175,397
175,442
176,225
176,372
177,293
177,380
178,223
178,251
178,412
178,458
179,460
182,196
182,309
182,329
182,362
182,389
182,392
183,299
183,398
184,439
185,307
186,268
186,278
187,425
188,261
188,274
188,378
188,409
189,195
189,235
189,492
190,227
190,353
192,467
193,312
193,354
193,375
194,238
194,279
194,291
194,385
194,459
197,495
198,274
199,265
199,285
199,403
199,443
199,496
200,338
200,367
202,290
202,359
202,425
203,354
203,489
204,327
206,218
206,262
206,308
206,311
206,327
206,431
206,453
206,474
207,230
207,293
207,484
209,337
210,307
210,439
210,498
213,235
213,284
213,338
213,411
214,391
214,435
214,445
214,463
215,273
215,320
215,450
216,480
217,318
217,485
218,233
218,369
218,457
218,482
220,266
222,480
223,280
223,301
223,357
224,314
224,351
226,292
226,373
226,382
226,427
228,256
228,283
229,347
229,477
230,238
231,236
231,254
231,281
231,360
231,396
231,440
231,450
233,349
238,426
239,432
239,475
241,262
241,418
242,278
242,330
242,369
242,438
245,380
247,364
247,465
249,406
251,275
251,367
253,331
254,266
254,452
255,379
255,493
256,354
256,434
256,460
256,467
257,341
260,271
260,300
260,328
261,426
264,342
264,378
266,300
266,304
266,310
266,391
266,405
266,450
267,491
268,356
269,272
269,439
270,327
271,349
273,387
273,420
275,446
277,298
283,322
283,362
283,497
284,328
286,370
286,488
289,444
294,303
297,479
303,404
304,441
305,326
305,471
306,377
308,336
310,382
311,492
314,344
314,428
316,352
316,399
316,478
318,376
318,440
323,404
324,334
328,498
329,424
333,491
336,407
337,461
340,454
343,420
345,375
346,356
349,435
350,495
352,465
352,486
356,380
361,396
367,444
368,416
375,388
380,429
381,485
385,452
386,487
389,410
391,393
394,400
394,463
395,451
397,494
401,446
402,472
413,433
414,472
419,424
425,459
430,476
434,494
439,499
440,456
441,447
446,489
452,498
463,497
475,482
484,499
